Row.names	PathwayMutatedGenes	BRCAXControl_NumNonMuts	BRCAXControl_NumMuts	BRCAXCancer_NumNonMuts	BRCAXCancer_NumMuts	BRCAXControl_MutationRate	BRCAXCancer_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
KEGG_ALZHEIMERS_DISEASE	ATF6(1),CASP3(1),UQCRC1(1);CAPN1(1),NDUFA6(1),NDUFV1(1),PSEN2(3)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
KEGG_COLORECTAL_CANCER	CASP3(1),MSH2(1);PIK3CA(2),PIK3R5(1),TGFB2(1),TGFBR1(3)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
KEGG_FAT_DIGESTION_AND_ABSORPTION	CEL(1),PNLIPRP2(1);MOGAT2(1),MOGAT3(1),PLA2G6(1),PNLIP(1),SCARB1(2)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	HADHA(1),MCCC2(1);ALDH6A1(2),HADHA(3)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	ADRA1B(1),AVPR1B(1),ROCK2(1);ADORA2B(1),ADRA1B(2),AGTR1(1),ARHGEF12(1),PLA2G6(1)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
KEGG_VIRAL_MYOCARDITIS	CASP3(1),PRF1(1);EIF4G3(1),PRF1(3),SGCA(1)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
REACTOME_FORMATION_OF_PLATELET_PLUG	GP1BA(1),RAPGEF4(1),TLN1(1);ADRA2C(1),COL1A1(1),FGB(1),LAMP2(1),PIK3CA(2),PIK3R5(1),SERPINF2(1),TGFB2(1)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
REACTOME_HORMONE_BIOSYNTHESIS	CYP11B1(1),PNMT(1);CYP27B1(1),PNMT(2),STAR(1),TBXAS1(1)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	CASP3(1),SORCS3(1);ARHGEF12(1),MCF2(1),PSEN2(3)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
REACTOME_PLATELET_ACTIVATION	GP1BA(1),TLN1(1);COL1A1(1),FGB(1),LAMP2(1),PIK3CA(2),PIK3R5(1),SERPINF2(1),TGFB2(1)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	CLP1(1),GTF2E2(1);CCNT1(2),CLP1(1),GTF2E2(2)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
REACTOME_SIGNALING_BY_TGF_BETA	SMAD6(1),SMAD7(1);SMAD7(2),TGFBR1(3)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
SIG_CD40PATHWAYMAP	MAPKAPK5(1),TRAF2(1);PIK3CA(2),TRAF2(3)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
ST_INTEGRIN_SIGNALING_PATHWAY	ROCK2(1),TLN1(1),ZYX(1);ILK(1),ITGA4(2),PIK3CA(2),RHO(1)	5	2	6	5	0.285714285714	0.454545454545	2.00058868403573	0.41685520361991	0.716289986137022	0.338710115695383
BIOCARTA_41BB_PATHWAY	TRAF2(1);TRAF2(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_ACH_PATHWAY	PTK2B(1);PIK3CA(2),PTK2B(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_AMI_PATHWAY	PROC(1);FGB(1),PROC(1),SERPINC1(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_ATRBRCA_PATHWAY	FANCD2(1);HUS1(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_BCELLSURVIVAL_PATHWAY	CASP3(1);MTOR(1),PIK3CA(2)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_CERAMIDE_PATHWAY	TRAF2(1);TRAF2(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_CTL_PATHWAY	PRF1(1);PRF1(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_CXCR4_PATHWAY	PTK2B(1);PIK3CA(2),PTK2B(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_EDG1_PATHWAY	PDGFRA(1);PIK3CA(2),SPHK1(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_EXTRINSIC_PATHWAY	PROC(1);FGB(1),PROC(1),SERPINC1(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_G2_PATHWAY	MDM2(1);MDM2(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_INSULIN_PATHWAY	RASA1(1);PIK3CA(2),SLC2A4(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_INTRINSIC_PATHWAY	KLKB1(1),PROC(1);FGB(1),KLKB1(1),PROC(1),SERPINC1(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_P53HYPOXIA_PATHWAY	MDM2(1);MDM2(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_P53_PATHWAY	MDM2(1);MDM2(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_SET_PATHWAY	PRF1(1);PRF1(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_SODD_PATHWAY	TRAF2(1);TRAF2(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_STRESS_PATHWAY	TRAF2(1);TRAF2(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_TALL1_PATHWAY	TRAF2(1);TRAF2(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
BIOCARTA_TNFR2_PATHWAY	TRAF2(1);TRAF2(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	SLC9A3R2(1);PIK3CA(2),PIK3R5(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_ALLOGRAFT_REJECTION	PRF1(1);PRF1(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_ARGININE_AND_PROLINE_METABOLISM	GLUL(1);ADC(1),DAO(1),OTC(1),P4HA2(1),P4HA3(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_AUTOIMMUNE_THYROID_DISEASE	PRF1(1);PRF1(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_BETA_ALANINE_METABOLISM	HADHA(1);HADHA(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	HADHA(1);HADHA(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_BLADDER_CANCER	MDM2(1);MDM2(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_BUTANOATE_METABOLISM	HADHA(1);HADHA(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	LDHA(1);CTH(1),DNMT1(2)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	CASP3(1);ATP6V1E2(1),ATP6V1H(1),NOD1(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_FATTY_ACID_ELONGATION_IN_MITOCHONDRIA	HADHA(1);HADHA(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	MPI(1);GMPPB(1),MPI(1),PFKP(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	CHKB(1);ACHE(1),AGPAT9(1),PLA2G6(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_GRAFT_VERSUS_HOST_DISEASE	PRF1(1);PRF1(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_MISMATCH_REPAIR	MSH2(1);RPA4(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	CDC27(1);IGF1R(1),PIK3CA(2),PIK3R5(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_PROTEIN_DIGESTION_AND_ABSORPTION	KCNN4(1);CELA2B(2),COL1A1(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_RIBOSOME_BIOGENESIS_IN_EUKARYOTES	EIF6(1),RIOK1(1);CSNK2A2(1),NOP58(1),RCL1(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_STEROID_HORMONE_BIOSYNTHESIS	CYP11B1(1),CYP7A1(1);AKR1C3(1),UGT1A3(2)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_TIGHT_JUNCTION	RAB13(1);CLDN23(2),CSNK2A2(1),YES1(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_TYPE_I_DIABETES_MELLITUS	PRF1(1);PRF1(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS	CDC7(1);HUS1(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL	MDM2(1);MDM2(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
REACTOME_CLASS_B2_SECRETIN_FAMILY_RECEPTORS	IHH(1);GLP1R(1),WNT2B(2)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
REACTOME_DEATH_RECEPTOR_SIGNALLING	TRAF2(1);TRAF2(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
REACTOME_G2_M_CHECKPOINTS	CDC7(1);HUS1(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
REACTOME_GLUCOSE_TRANSPORT	NUP93(1);NUP155(1),SLC2A3(1),SLC2A4(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
REACTOME_TELOMERE_MAINTENANCE	POLE2(1);DNA2(1),HIST1H2AB(1),POLE2(1)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
SA_G1_AND_S_PHASES	MDM2(1);MDM2(3)	6	1	8	3	0.142857142857	0.272727272727	2.15649277465676	0.485294117647059	0.646095738380922	0.363083509004833
KEGG_MAPK_SIGNALING_PATHWAY	CASP3(1),DUSP5(1),ECSIT(1),FGF22(1),MAP3K2(1),MAPKAPK5(1),PDGFRA(1),RAPGEF2(1),RASA1(1),TRAF2(1);DUSP5(1),PLA2G6(1),TGFB2(1),TGFBR1(3),TRAF2(3)	2	5	2	9	0.714285714286	0.818181818182	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
KEGG_PATHWAYS_IN_CANCER	CASP3(1),CTBP2(1),FGF22(1),MDM2(1),MSH2(1),PDGFRA(1),STAT5A(1),TRAF2(1);IGF1R(1),MDM2(3),MTOR(1),PIK3CA(2),PIK3R5(1),TGFB2(1),TGFBR1(3),TRAF2(3),WNT2B(2),ZBTB16(1)	2	5	2	9	0.714285714286	0.818181818182	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_CELL_CYCLE_MITOTIC	CDC27(1),CDC7(1),KIF20A(1),KIF2C(1),POLE2(1),PSMB4(1),PSMD1(1),RCC2(1);BUB1B(2),CENPI(1),CLIP1(1),DCTN3(1),DNA2(1),POLE2(1),RPA4(3)	2	5	2	9	0.714285714286	0.818181818182	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
REACTOME_GENE_EXPRESSION	CLP1(1),DHX9(1),GTF2E2(1),HARS(1),KARS(1),NARS(1),NARS2(1),NR1H4(1),NR2F6(1),NUP93(1),SLBP(1);CCNT1(2),CLP1(1),EIF3A(1),GTF2E2(2),HNRNPR(1),IARS2(1),KAT2B(1),NARS2(2),NR0B1(1),NR1D2(1),NUP155(1),QARS(1),RPL7(2),RPS16(1),SLBP(2)	2	5	2	9	0.714285714286	0.818181818182	1.74002124206682	0.514705882352941	0.516876590704738	0.36308350904411
KEGG_CELL_CYCLE	CDC27(1),CDC7(1),MDM2(1),RBL2(1);BUB1B(2),MDM2(3),TGFB2(1)	4	3	5	6	0.428571428571	0.545454545455	1.5584126252832	0.5	0.483493778415228	0.36310000056801
KEGG_CHEMOKINE_SIGNALING_PATHWAY	CCR8(1),PTK2B(1),ROCK2(1);CCR5(1),CXCR3(1),PF4V1(1),PIK3CA(2),PIK3R5(1),PTK2B(1),SHC2(1)	4	3	5	6	0.428571428571	0.545454545455	1.5584126252832	0.5	0.483493778415228	0.36310000056801
KEGG_MELANOMA	FGF22(1),MDM2(1),PDGFRA(1);IGF1R(1),MDM2(3),PIK3CA(2),PIK3R5(1)	4	3	5	6	0.428571428571	0.545454545455	1.5584126252832	0.5	0.483493778415228	0.36310000056801
REACTOME_REGULATION_OF_INSULIN_SECRETION	PDHX(1),RAPGEF4(1),UQCRC1(1);ADRA2C(1),GLP1R(1),IDH3A(2),NDUFA6(1),NDUFV1(1),PFKP(1),SUCLG2(1)	4	3	5	6	0.428571428571	0.545454545455	1.5584126252832	0.5	0.483493778415228	0.36310000056801
BIOCARTA_D4GDI_PATHWAY	CASP3(1),PRF1(1);PARP1(1),PRF1(3)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
BIOCARTA_DEATH_PATHWAY	CASP3(1),TRAF2(1);TNFRSF10A(1),TRAF2(3)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	HARS(1),KARS(1),NARS(1),NARS2(1);IARS2(1),NARS2(2),QARS(1)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
KEGG_FATTY_ACID_METABOLISM	ECI1(1),HADHA(1);ECI1(1),HADHA(3)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	B4GALT7(1),NDST2(1);EXT2(1),NDST2(3)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
KEGG_JAK_STAT_SIGNALING_PATHWAY	IL6ST(1),LEPR(1),STAT4(1),STAT5A(1);MPL(1),PIK3CA(2),PIK3R5(1),PTPN6(1)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
KEGG_PANCREATIC_SECRETION	CCKAR(1),CEL(1),PNLIPRP2(1);CELA2B(2),PLA2G6(1),PNLIP(1)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
KEGG_WNT_SIGNALING_PATHWAY	CTBP2(1),ROCK2(1);CSNK2A2(1),DAAM1(2),NKD2(1),WNT2B(2)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	CDC7(1),POLE2(1);POLE2(1),RPA4(3)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
REACTOME_ELONGATION_AND_PROCESSING_OF_CAPPED_TRANSCRIPTS	CLP1(1),DHX9(1);CCNT1(2),CLP1(1),HNRNPR(1)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	GP1BA(1),KLKB1(1),PROC(1);FGB(1),KLKB1(1),PF4V1(1),PROC(1),SERPINC1(1)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	CCR8(1),GALR1(1),OPRL1(1);ADRA2C(1),C3AR1(1),CCR5(1),CXCR3(1),DRD4(2),RHO(1)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	TAAR1(1),TAAR6(1);ADORA2B(1),DRD1(1),GLP1R(1),TAAR6(1)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	ECI1(1),HADHA(1);ECI1(1),HADHA(3)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	KARS(1),NARS2(1);IARS2(1),NARS2(2),QARS(1)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
REACTOME_MITOTIC_PROMETAPHASE	KIF2C(1),RCC2(1);BUB1B(2),CENPI(1),CLIP1(1)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
REACTOME_TRNA_AMINOACYLATION	HARS(1),KARS(1),NARS(1),NARS2(1);IARS2(1),NARS2(2),QARS(1)	5	2	7	4	0.285714285714	0.363636363636	1.400856162804	0.572398190045249	0.341881729378914	0.409571220961337
REACTOME_DOWNSTREAM_EVENTS_IN_GPCR_SIGNALING	ADRA1B(1),AVPR1B(1),CCKAR(1),CCR8(1),GALR1(1),OPRL1(1),PTGER1(1),ROCK2(1),TAAR1(1),TAAR6(1);ADORA2B(1),ADRA1B(2),ADRA2C(1),AGTR1(1),ARHGEF12(1),C3AR1(1),CCR5(1),CXCR3(1),DRD1(1),DRD4(2),GLP1R(1),MCF2(1),PIK3CA(2),PIK3R5(1),RHO(1),TAAR6(1)	1	6	1	10	0.857142857143	0.909090909091	1.61828432394208	0.640522875816994	0.341881729378914	0.427800145615039
REACTOME_GPCR_LIGAND_BINDING	ADRA1B(1),AVPR1B(1),CCKAR(1),CCR8(1),GALR1(1),IHH(1),OPRL1(1),PTGER1(1),TAAR1(1),TAAR6(1);ADORA2B(1),ADRA1B(2),ADRA2C(1),AGTR1(1),C3AR1(1),CCR5(1),CXCR3(1),DRD1(1),DRD4(2),GLP1R(1),RHO(1),TAAR6(1),WNT2B(2)	1	6	1	10	0.857142857143	0.909090909091	1.61828432394208	0.640522875816994	0.341881729378914	0.427800145615039
REACTOME_OLFACTORY_SIGNALING_PATHWAY	OR10K1(1),OR1J4(1),OR4C6(1),OR4F15(1),OR51D1(1),OR51F1(1),OR51S1(1),OR5AP2(1),OR5B3(1),OR5T3(1),OR7A10(1);OR10S1(1),OR1F1(1),OR2AT4(1),OR4D10(1),OR51T1(1),OR5D16(1),OR5H6(2),OR5R1(1),OR5T3(2),OR6B3(1),OR6C76(1),OR8H2(1)	1	6	1	10	0.857142857143	0.909090909091	1.61828432394208	0.640522875816994	0.341881729378914	0.427800145615039
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	NUP93(1),RHCG(1),SLC12A7(1),SLC16A8(1),SLC1A3(1),SLC39A3(1),SLC39A4(2),SLC6A12(2),SLC7A3(1);ABCD3(1),NUP155(1),SLC15A4(2),SLC1A3(1),SLC26A2(4),SLC2A11(1),SLC2A3(1),SLC2A4(1),SLC5A7(1),SLC7A3(3),SLC9A6(1)	1	6	1	10	0.857142857143	0.909090909091	1.61828432394208	0.640522875816994	0.341881729378914	0.427800145615039
BIOCARTA_MAPK_PATHWAY	MAP3K2(1),MAP3K9(1),MAPK4(1),MAPKAPK5(1),RAPGEF2(1),SP1(1),TRAF2(1);MAP3K9(1),TGFB2(1),TGFBR1(3),TRAF2(3)	3	4	4	7	0.571428571429	0.636363636364	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612448336
BIOCARTA_P38MAPK_PATHWAY	MAP3K9(1),MAPKAPK5(1),RAPGEF2(1),TRAF2(1);MAP3K9(1),TGFB2(1),TGFBR1(3),TRAF2(3)	3	4	4	7	0.571428571429	0.636363636364	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612448336
KEGG_PROTEIN_PROCESSING_IN_ENDOPLASMIC_RETICULUM	ATF6(1),HYOU1(1),RPN1(2),TRAF2(1);CANX(1),CAPN1(1),CRYAA(1),DNAJB12(1),PRKCSH(1),TRAF2(3),TUSC3(1)	3	4	4	7	0.571428571429	0.636363636364	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612448336
KEGG_PYRIMIDINE_METABOLISM	ENTPD8(1),NME7(1),PNPT1(1),POLE2(1),POLR1A(1);CTPS2(1),ENTPD4(1),ENTPD6(1),NME7(1),NT5C2(1),NT5C3(2),NT5M(1),POLE2(1)	3	4	4	7	0.571428571429	0.636363636364	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612448336
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	FGF22(1),PDGFRA(1),ROCK2(1),SCIN(1),SSH3(1);ARHGEF12(1),ITGA4(2),PIK3CA(2),PIK3R5(1),WASF1(1)	3	4	4	7	0.571428571429	0.636363636364	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612448336
REACTOME_HIV_INFECTION	AP1B1(1),GTF2E2(1),NUP93(1),PSMB4(1),PSMD1(1),XRCC4(1);ATP6V1H(1),CCNT1(2),CCR5(1),GTF2E2(2),NUP155(1)	3	4	4	7	0.571428571429	0.636363636364	1.29261633040443	0.583144796380091	0.275496148514239	0.432450612448336
BIOCARTA_AGR_PATHWAY	SP1(1);GIT2(1),NRG2(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_AT1R_PATHWAY	PTK2B(1);AGTR1(1),PTK2B(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_CCR5_PATHWAY	PTK2B(1);CCR5(1),PTK2B(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_CDC42RAC_PATHWAY	PDGFRA(1);PIK3CA(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_ECM_PATHWAY	TLN1(1);PIK3CA(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_FAS_PATHWAY	CASP3(1);LMNB1(1),PARP1(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_GLEEVEC_PATHWAY	STAT5A(1);PIK3CA(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_HCMV_PATHWAY	SP1(1);PIK3CA(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_HDAC_PATHWAY	MYOD1(1);IGF1R(1),PIK3CA(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_HER2_PATHWAY	IL6ST(1);PIK3CA(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_IGF1_PATHWAY	RASA1(1);IGF1R(1),PIK3CA(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_IL12_PATHWAY	STAT4(1);CCR5(1),CXCR3(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_MCALPAIN_PATHWAY	TLN1(1);CAPN1(1),CXCR3(1)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
BIOCARTA_NEUROTRANSMITTERS_PATHWAY	PNMT(1);PNMT(2)	6	1	9	2	0.142857142857	0.181818181818	1.31269924649531	0.674019607843137	0.216224991046934	0.487680537453351
